,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0,4.855862548444392,4.2919249711966785,4.757934583720399,1.0533030797448077,2.530116544078595,1.261935746520635,,,,,,,
1,0,3.9688631321692043,8.210366185295115,2.5619450154313625,0.9204040377909166,1.9604941072662712,0.5344086040736471,,,,,,,
2,0,4.96849677573654,2.549076611903999,2.1545975387568888,3.710930441539361,0.539947457592632,0.22367640587579274,,,,,,,
3,0,-0.4471471575765662,3.6783609097402064,3.0818471249093733,4.268999934126072,0.44889049612248755,1.8845176552288905,,,,,,,
4,0,1.4122321823761865,3.486818666493008,2.4494232262386646,4.557352991039764,0.06683256559436757,1.2587673478570736,,,,,,,
5,0,0.010555430773223407,4.312010011931463,5.6504153025668415,-0.6955022457606646,3.27128536453948,3.304767078823218,,,,,,,
6,0,1.8097142800660606,2.477838520314805,1.5089361465536513,3.236375046452906,1.4247031873811835,0.6226187523976563,,,,,,,
7,0,0.04588020124414527,5.815694196042642,2.247196405104731,2.5141645472785967,2.2371655403018877,0.48122011103598084,,,,,,,
8,0,2.475806744304478,5.95986916739011,3.169620817432218,2.2088522510734805,0.5766382172510163,2.317475594114015,,,,,,,
9,0,5.366527198623899,2.6229808426949006,3.76755180533128,1.470824300754927,0.9503265070386107,-0.26198874268689565,,,,,,,
10,0,2.40757816954509,2.40011240660003,3.1359875297197277,3.2756974511945316,0.6675038271866356,3.3177450161706616,,,,,,,
11,0,-0.31401347337879315,4.034379302891637,1.224551776968596,1.82444760080773,1.999056519068489,2.350837231396838,,,,,,,
12,0,5.422848596358577,3.770056575833536,4.082179285430243,2.915334207030412,0.9581939524754404,0.6805566680480553,,,,,,,
13,0,2.220110311859983,4.655607398412201,2.962153490270225,1.7370904627389478,0.08801568919072622,0.3962862452620044,,,,,,,
14,0,3.532538834251284,2.874510176114711,5.0797182301951125,-0.5774066915688962,2.9081935383176756,4.530667079618183,,,,,,,
15,0,-0.5708463136000859,3.531321214883363,1.2974369392351974,0.20392389713963155,0.6852581049623154,2.779875514339537,,,,,,,
16,0,2.413968276155515,2.529401357667595,2.96477164175937,1.1939102497349836,0.6601300290057139,0.38729305956313453,,,,,,,
17,0,1.5442095597403949,3.6652799218536813,2.819798429064818,2.946798063006497,2.2965204950379245,0.8927757885116989,,,,,,,
18,0,4.639479959316702,1.5849637347969718,3.466215901690475,0.03347275770148883,1.4865466987347844,4.407250826196417,,,,,,,
19,0,3.9320318228492255,5.119558737791323,3.9046818488911015,1.152316414262259,0.5975881409811876,0.5859914982392809,,,,,,,
20,0,2.805477821104901,3.787989050413387,2.645238160753138,-1.1950119429210417,1.4058368081123263,3.0333967194641787,-15.752932744146449,32.56180086793417,-9.721398047364744,,,,
21,0,2.257542916047697,1.6553827763816145,1.4894241058202766,4.45017414792747,0.5758746497017313,0.9488641391595678,,,,,,,
22,0,2.055467215466095,3.908436723756168,2.9741775219157063,1.5246142975055221,-0.3926562156530764,-0.7214819975795308,15.444479271420832,-11.495521741520975,16.611410693118586,2.8318696158348473,-22.614046698296917,21.67589770143944,3.495178699444949
23,0,1.849695754157338,2.4581296290589876,1.9611484847628589,2.209570671868832,0.900902432755629,1.17225863186448,,,,,,,
24,0,2.674250189054078,1.5152191625606122,3.7309804875594352,3.736068550325129,0.238195179639888,2.0611889781821446,,,,,,,
